Index:,Date:,Time:,Type:,Type Code:,Owner/operator:,Registration:,MSN:,Year of manufacture:,Engine model:,Total airframe hrs:,Cycles:,Fatalities:,Other fatalities:,Aircraft damage:,Category:,Location:,Phase:,Nature:,Departure airport:,Destination airport:,Investigating agency:,Confidence Rating:
349471,Saturday 30 December 2023,c. 07:30 UTC,"    
Cessna 560XL Citation XLS",C56X,Kalyon Güven Aviation,TC-LLL,560-5722, , , , ,Fatalities: 0 / Occupants: 4,0,Substantial,Accident,Diyarbakir Airport (DIY/LTCC) -   Turkey,Landing,Private,Istanbul-Atatürk Airport (ISL/LTBA),Diyarbakir Airport (DIY/LTCC), ,"Information is only available from news, social media or unofficial sources"
349836,Saturday 30 December 2023,09:30,"    
ATR 72-600",AT76,"Aer Lingus Regional, opb Emerald Airlines UK",G-CMMT,1109, , , , ,Fatalities: 0 / Occupants: 57,0,Minor,Serious incident,Belfast City Airport (BHD/EGAC) -   United Kingdom,Landing,Passenger - Scheduled,Edinburgh-Turnhouse Airport (EDI/EGPH),Belfast City Airport (BHD/EGAC),AAIB,Accident investigation report completed and information captured
349536,Tuesday 2 January 2024,08:47 UTC,"    
Airbus A350-941",A359,Japan Airlines,JA13XJ,538,2021,Rolls-Royce Trent XWB-84, , ,Fatalities: 0 / Occupants: 379,5,Destroyed,Accident,Tokyo International Airport/Haneda (HND/RJTT) -   Japan,Landing,Passenger - Scheduled,Sapporo-New Chitose Airport (CTS/RJCC),Tokyo-Haneda Airport (HND/RJTT),JTSB,"Information is only available from news, social media or unofficial sources"
349537,Tuesday 2 January 2024,17:47,"    
de Havilland Canada DHC-8-315Q MPA",DH8C,Japan Coast Guard,JA722A,656,2007,PWC PW123E, , ,Fatalities: 5 / Occupants: 6,0,Destroyed,Accident,Tokyo-Haneda Airport (HND/RJTT) -   Japan,Taxi,Military,Tokyo-Haneda Airport (HND/RJTT),Niigata Airport (KIJ/RJSN),JTSB,"Information is only available from news, social media or unofficial sources"
349590,Tuesday 2 January 2024,17:10,"    
Learjet 35A",LJ35,Med Flight Air Ambulance,N46MF,35-377, , , , ,Fatalities: 0 / Occupants: 5,0,Substantial,Accident,"San Marcos Regional Airport (HYI/KHYI), San Marcos, TX -   United States of America",Landing,Ambulance,"Albuquerque International Airport, NM (ABQ/KABQ)","San Marcos Regional Airport, TX (KHYI)",NTSB,Information verified through data from accident investigation authorities
349661,Friday 5 January 2024,17:14,"    
Boeing 737 MAX 9",B39M,Alaska Airlines,N704AL,67501/8789,2023,CFMI LEAP-1B28, ,151 flights,Fatalities: 0 / Occupants: 177,0,Substantial,Accident,"Portland, OR -   United States of America",En route,Passenger - Scheduled,"Portland International Airport, OR (PDX/KPDX)","Ontario International Airport, CA (ONT/KONT)",NTSB,Information verified through data from accident investigation authorities
349677,Friday 5 January 2024,22:28 LT,"    
Boeing 737-8Q8 (WL)",B738,Flybondi,LV-KJE,30700/1942,2006, , , ,Fatalities: 0 / Occupants: 197,0,Substantial,Accident,"Mar del Plata-Astor Piazzolla International Airport, BA (MDQ/SAZM) -   Argentina",Landing,Passenger - Scheduled,"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE)","Mar del Plata-Astor Piazzolla International Airport, BA (MDQ/SAZM)",JST,Information verified through data from accident investigation authorities
349706,Monday 8 January 2024,07:00,"    
Cessna 208B Grand Caravan",C208,Townsville Airlines Pty Ltd,VH-NWJ,208B2161,2010,Pratt & Whitney Canada PT6A-114A, , ,Fatalities: 0 / Occupants: 10,0,Substantial,Accident,"Lizard Island Airport (YLZI), Lizard Island, QLD -   Australia",Take off,Passenger - Non-Scheduled/charter/Air Taxi,"Lizard Island Airport, QLD (LZR/YLZI)","Cairns Airport, QLD (CNS/YBCS)",ATSB,"Information is only available from news, social media or unofficial sources"
349825,Thursday 11 January 2024,c. 08:37,"    
Learjet 55",LJ55,Royal Air Freight,N558RA,55-086,1983,Honeywell TFE731-3AR-2B,14135 hours, ,Fatalities: 0 / Occupants: 2,0,"Substantial, written off",Accident,"Mission Field Airport (LVM/KLVM), Livingston, MT -   United States of America",Landing,Ferry/positioning,"Pontiac-Oakland County International Airport, MI (PTK/KPTK)","Livingston-Mission Field, MT (LVM/KLVM)",NTSB,Information verified through data from accident investigation authorities
349903,Sunday 14 January 2024,21:14,"    
Ilyushin Il-22M-11RT",IL18,Russian Air Force,RF-95678,2964017551,1984, , , ,Fatalities: 1 / Occupants:,0,Substantial, ,near Anapa -   Russia,En route,Military, , , ,"Information is only available from news, social media or unofficial sources"
388527,Wednesday 17 January 2024,19:10,"    
Airbus A320-200",A320, , , , , , , ,Fatalities: 0 / Occupants:,0,None,Accident,München-Franz Josef Strauss Airport (MUC/EDDM) -   Germany,Standing,Passenger - Scheduled,München-Franz Josef Strauss Airport (MUC/EDDM), ,BFU,Information verified through data from accident investigation authorities
349987,Thursday 18 January 2024,11:30,"    
Fokker 50",F50,Jetways Airlines,5Y-JWG,20191,1990, , , ,Fatalities: 1 / Occupants: 4,0,Destroyed,Accident,Ceelbarde Airstrip -   Somalia,Landing,Cargo, ,Ceelbarde Airstrip, ,Information verified through data from accident investigation authorities
349989,Thursday 18 January 2024,14:10,"    
Bombardier DHC-8-402Q Dash 8",DH8D,Ethiopian Airlines,ET-AVS,4590,2018,PWC PW150A, , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Mekele Airport (MQX/HAMK) -   Ethiopia,Landing,Passenger - Scheduled,Addis Ababa-Bole Airport (ADD/HAAB),Mekele Airport (MQX/HAMK), ,"Information is only available from news, social media or unofficial sources"
350051,Saturday 20 January 2024,c. 19:15,"    
Dassault Falcon 10",FA10,Athletic Group LLC,RA-09011,128,1978, , , ,Fatalities: 2 / Occupants: 6,0,Destroyed,Accident,"Topkana area, Kuran wa Munjan District, Badakkhshan province -   Afghanistan",En route,Ambulance,Gaya Airport (GAY/VEGY),Tashkent-Islam Karimov International Airport (TAS/UTTT), ,"Information is only available from news, social media or unofficial sources"
351079,Saturday 20 January 2024, ,"    
Cessna 208B Grand Caravan",C208,IMI,5Y-SPZ, , , , , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,Kasese Airport -   Congo (Democratic Republic),Landing,Passenger,Goma Airport (GOM/FZNA),Kasese Airport, ,"Information is only available from news, social media or unofficial sources"
351105,Sunday 21 January 2024,21:35 UTC,"    
Airbus A350-941",A359,Air France,F-HTYH,488,2021,Rolls-Royce Trent XWB-84, , ,Fatalities: 0 / Occupants:,0,Minor,Accident,"Toronto–Lester B. Pearson International Airport, Ontario (YYZ) -   Canada",Landing,Passenger - Scheduled,Paris-Charles de Gaulle Airport (CDG/LFPG),"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",TSB,"Information is only available from news, social media or unofficial sources"
351124,Tuesday 23 January 2024,06:42 LT,"    
BAe 3212 Jetstream 32",JS32,Northwestern Air Lease Ltd,C-FNAA,929,1991, , , ,Fatalities: 6 / Occupants: 7,0,Destroyed,Accident,near Fort Smith Airport (YSM/CYSM) -   Canada,Initial climb,Passenger - Non-Scheduled/charter/Air Taxi,"Fort Smith Airport, NT (YSM/CYSM)",Diavik Diamond Mine Airport (DVK/CDK2),TSB,Information verified through data from accident investigation authorities
351149,Thursday 25 January 2024,c. 11:45 LT,"    
Cessna 208 Caravan I",C208,Sydney Seaplanes Pty Ltd,VH-ZWH,20800399,2006,Pratt & Whitney Canada PT6A-114A, , ,Fatalities: 0 / Occupants: 9,0,Substantial,Accident,"Sydney Harbour, near Rose Bay Water Airport (RSE/YRAY), NSW -   Australia",Take off,Passenger - Non-Scheduled/charter/Air Taxi,Rose Bay Water Airport (RSE/YRAY), ,ATSB,"Information is only available from news, social media or unofficial sources"
351173,Friday 26 January 2024,07:26,"    
Beechcraft C99 Commuter",BE99,Ameriflight opf Wiggins Airways,N53RP,U-195,1982,Pratt & Whitney Canada PT6A-60A, , ,Fatalities: 0 / Occupants: 1,0,Destroyed,Accident,"Londonderry, NH -   United States of America","Manoeuvring (airshow, firefighting, ag.ops.)",Cargo,"Manchester-Boston Regional Airport, NH (MHT/KMHT)","Presque Isle International Airport, ME (PQI/KPQI)",NTSB,Information verified through data from accident investigation authorities
351378,Thursday 1 February 2024,01:10 LT,"    
Boeing 787-9 Dreamliner",B789,All Nippon Airways - ANA,JA899A,34519/741,2018, , , ,Fatalities: 0 / Occupants: 257,0,None,Accident,100 km SSE of Chubu Centrair Internationl Airport (NGO/RJGG) -   Japan,En route,Passenger - Scheduled,"Tokyo International Airport/Haneda (HND/RJTT), Japan","Bangkok/Suvarnabhumi Airport (BKK/VTBS), Thailand",JTSB,"Information is only available from news, social media or unofficial sources"
351542,Wednesday 7 February 2024,10:48,"    
Hawker 900XP",H25B,Clay Lacy Aviation opb Vici Aviation LLC,N900VA,HA-0020,2007,Honeywell TFE731-50R, , ,Fatalities: 2 / Occupants: 2,0,Destroyed,Accident,"near Westwater, UT -   United States of America","Manoeuvring (airshow, firefighting, ag.ops.)",Ferry/positioning,"Grand Junction Regional Airport, CO (GJT/KGJT)","Tacoma Narrows Airport, WA (TIW/KTIW)",NTSB,Information verified through data from accident investigation authorities
351582,Friday 9 February 2024, ,"    
McDonnell Douglas MD-82",MD82,African Express Airways,5Y-AXL,49204/1179,1984, , , ,Fatalities: 0 / Occupants: 2,0,Substantial,Accident,Malakal Airport (MAK) -   South Sudan,Landing,Ferry/positioning,Juba,Malakal Airport (MAK/HJMK), ,"Information is only available from news, social media or unofficial sources"
351596,Friday 9 February 2024,15:17,"    
Bombardier CL-600-2B16 Challenger 604",CL60,Ace Aviation Services dba Hop-A-Jet,N823KD,5584,2004,GE CF34, , ,Fatalities: 2 / Occupants: 5,0,Destroyed,Accident,"near Naples Airport (APF/KAPF), Naples, FL -   United States of America",Approach,Passenger - Non-Scheduled/charter/Air Taxi,"Columbus-Ohio State University Airport, OH (OSU/KOSU)","Naples Airport, FL (APF/KAPF)",NTSB,Information verified through data from accident investigation authorities
351714,Friday 9 February 2024,16:54 UTC,"    
Airbus A300F4-622R",A306,"European Air Transport, opf DHL",D-AZMO,872, , , , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,Leipzig Airport (LEJ/EDDP) -   Germany,Landing,Cargo,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),Leipzig Airport (LEJ/EDDP),BFU,"Information is only available from news, social media or unofficial sources"
351666,Saturday 10 February 2024,15:43,"    
Boeing 777-222ER",B772,United Airlines,N788UA,26942/82,1997, , , ,Fatalities: 0 / Occupants:,0,None,Accident,"near Kelsey, NY -   United States of America",En route,Passenger - Scheduled,"Los Angeles International Airport, CA (LAX/KLAX)","Newark-Liberty International Airport, NJ (EWR/KEWR)",NTSB,Information verified through data from accident investigation authorities
351646,Sunday 11 February 2024,11:18 LT,"    
Cessna 208B Grand Caravan",C208,Skydive Puerto Escondido,N80GE,208B0585,1996,Pratt & Whitney PT6A-42A, , ,Fatalities: 0 / Occupants: 17,1,Substantial,Accident,Puerto Escondido -   Mexico,Initial climb,Parachuting,Puerto Escondido Airport (PXM/MMPS),Puerto Escondido Airport (PXM/MMPS), ,"Information is only available from news, social media or unofficial sources"
351656,Monday 12 February 2024,09:00,"    
Britten-Norman BN-2A-21 Islander",BN2P,ESAV Airlines,HC-CXK, , , , , ,Fatalities: 0 / Occupants: 9,0,Destroyed,Accident,"ca 1 km N off San Cristóbal Airport (SCY), Galapagos Islands -   Ecuador",Initial climb,Passenger - Scheduled,"San Cristobal Airport, Galapagos (SCY/SEST)",Isabela-General Villamil Airport (IBB/SEII), ,"Information is only available from news, social media or unofficial sources"
351704,Wednesday 14 February 2024,14:10,"    
Hawker Beechcraft 400XP",BE40,PDII LLC,N95GK,RK-027,1991,Pratt & Whitney JT15D-5, , ,Fatalities: 0 / Occupants: 7,0,Substantial,Accident,"Bentonville Municipal-Louise M Thaden Field, AR (KVBT) -   United States of America",Take off,Executive,"Bentonville Municipal-Louise M Thaden Field, AR (KVBT)","Concord Regional Airport, NC (USA/KJQF)",NTSB,Information verified through data from accident investigation authorities
351783,Sunday 18 February 2024,17:38,"    
Embraer ERJ-195LR",E195,"Marathon Airlines, opf. Air Serbia",OY-GDC,19000204,2008, , , ,Fatalities: 0 / Occupants: 111,0,Substantial,Accident,Beograd-Nikola Tesla Airport (BEG/LYBE) -   Serbia,Take off,Passenger - Scheduled,Beograd-Nikola Tesla Airport (BEG/LYBE),Düsseldorf International Airport (DUS/EDDL),CINS,Information verified through data from accident investigation authorities
351839,Sunday 18 February 2024,20:09 UTC,"    
Boeing 767-332ER (WL)",B763,Delta Air Lines,N176DZ,29697/745,1999, , , ,Fatalities: 0 / Occupants:,0,Unknown,Accident,E of Florida -   Atlantic Ocean,En route,Passenger - Scheduled,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",Bogotá-Eldorado Airport (BOG/SKBO),Aerocivil,"Information is only available from news, social media or unofficial sources"
351936,Friday 23 February 2024,13:37,"    
Cessna 208 Caravan",C208,Willis Lease Finance Corp,N85WL,2080245, , , , ,Fatalities: 0 / Occupants: 7,0,Substantial,Accident,"Miami, FL -   United States of America",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Palm Beach AFB, FL (PBI/KPBI)",Miami Seaplane Base (X44), ,"Information is only available from news, social media or unofficial sources"
352112,Wednesday 28 February 2024,08:30,"    
Cessna 208 Caravan I",C208,Secretaria da Segurança Pública e Defesa Social Pará,PT-PBC,20800559,2014, , , ,Fatalities: 0 / Occupants: 8,0,Substantial,Accident,"Alenquer-Fazenda Tambaú, PA (SD8G) -   Brazil",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Santarém-Maestro Wilson Fonseca Airport, PA (STM/SBSN)","Alenquer-Fazenda Tambaú, PA (SD8G)",CENIPA,Information verified through data from accident investigation authorities
352214,Tuesday 5 March 2024,10:05,"    
de Havilland Canada DHC-8-315Q",DH8C,Safarilink Aviation,5Y-SLK,574,2001, , , ,Fatalities: 0 / Occupants: 44,2,Minor,Accident,near Nairobi-Wilson Airport (HKNW) -   Kenya,Initial climb,Passenger - Scheduled,Nairobi-Wilson Airport (WIL/HKNW),Ukunda Airport (UKA/HKUK),AAID Kenya,Information verified through data from accident investigation authorities
352233,Tuesday 5 March 2024,noon,"    
Cessna 208B Grand Caravan EX",C208,AB Airlines,9S-EBT,208B5118 ?, , , , ,Fatalities: 1 / Occupants: 2,0,Destroyed,Accident,Katchungu-Tchambogo Airstrip -   Congo (Democratic Republic),Landing,Unknown,Bukavu-Kamenbe Airport (BKY/FZMA),Katchungu-Tchambogo Airstrip, ,Little or no information is available
352278,Wednesday 6 March 2024,17:16 UTC,"    
Cessna 208B Grand Caravan",C208,Polícia Federal Brasil,PR-AAB,208B0903,2001, , , ,Fatalities: 2 / Occupants: 3,0,Destroyed,Accident,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU) -   Brazil",Take off,Training,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU/SBBH)","Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU/SBBH)",CENIPA,Information verified through data from accident investigation authorities
352739,Friday 8 March 2024,07:58,"    
Boeing 737 MAX 8",B38M,United Airlines,N27290,44309/7779,2019, , , ,Fatalities: 0 / Occupants: 166,0,Substantial,Accident,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH) -   United States of America",Landing,Passenger - Scheduled,"Memphis International Airport, TN (MEM/KMEM)","Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)",NTSB,Information verified through data from accident investigation authorities
353150,Saturday 9 March 2024,08:30 UTC,"    
Lockheed L-100-30 Hercules",C130, ,5X-SBR,4582,1975, , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Jowhar Airport (HCJH) -   Somalia,Landing,Cargo,Kajjansi Airfield ?,Jowhar Airport (HCJH), ,"Information is only available from news, social media or unofficial sources"
354203,Sunday 10 March 2024,14:52,"    
IAI 1125 Astra SP",ASTR,SkyJet Elite,N1125A,051,1990, , , ,Fatalities: 5 / Occupants: 5,0,Destroyed,Accident,"near Ingalls Field Airport (KHSP), Hot Springs, VA -   United States of America",Approach,Private,"Fort Lauderdale International Airport, FL (FLL/KFLL)","Hot Springs-Ingalls Field, VA (HSP/KHSP)",NTSB,Information verified through data from accident investigation authorities
354285,Monday 11 March 2024,c. 23:04,"    
Boeing 787-9 Dreamliner",B789,LATAM Airlines,CC-BGG,38461/382,2015, , , ,Fatalities: 0 / Occupants: 272,0,None,Accident,over Tasman Sea -   Pacific Ocean,En route,Passenger - Scheduled,"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)",Auckland International Airport (AKL/NZAA),DGAC Chile,Information verified through data from accident investigation authorities
355327,Tuesday 12 March 2024, ,"    
Ilyushin Il-76MD",IL76,Russian Air Force,RF-76551,0033445309,1983,Soloviev D-30, , ,Fatalities: 16 / Occupants: 16,0,Destroyed,Accident,"near Ivanovo Severny Air Base, Ivanovo Oblast -   Russia",Initial climb,Military,Ivanovo Severny Air Base (UUDI),Plesetsk Air Base, ,"Information is only available from news, social media or unofficial sources"
361874,Sunday 17 March 2024, ,"    
Let L-410UVP",L410,Cetraca Aviation Service - CAS,9S-GPB,790303,1979, , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Butembo Airport (FZBM) -   Congo (Democratic Republic),Landing,Passenger,Goma Airport (GOM/FZNA),Butembo Airport (FZBM), ,"Information is only available from news, social media or unofficial sources"
363981,Tuesday 19 March 2024,07:48,"    
Antonov An-26",AN26,South Sudanese Air Force,AVIONS-401, , , , , ,Fatalities: 0 / Occupants: 7,0,"Destroyed, written off",Accident,Yida Airstrip -   South Sudan,Landing,Military,Juba International Airport,Yida Airstrip, ,"Information is only available from news, social media or unofficial sources"
386464,Wednesday 20 March 2024,16:15 LT,"    
Boeing 787-9 Dreamliner",B789,All Nippon Airways - ANA,JA891A,40751/550,2017, , , ,Fatalities: 0 / Occupants: 207,0,Substantial,Accident,55 km S of Tokyo/Narita International Airport (NRT/RJAA) -   Japan,Approach,Passenger - Scheduled,"Los Angeles International Airport (LAX/KLAX), CA, USA","Tokyo/Narita International Airport (NRT/RJAA), Japan",JTSB,"Information is only available from news, social media or unofficial sources"
386350,Saturday 23 March 2024,21:16 UTC,"    
Boeing 767-338ER (BDSF)",B763,"DHL Aviation, opb ABX Air",N372CM,25575/451,1992, , , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,Panama City-Tocumen International Airport (PTY) -   Panama,Landing,Cargo,"Miami International Airport, FL (MIA/KMIA)",Panama City-Tocumen International Airport (PTY/MPTO), ,"Information is only available from news, social media or unofficial sources"
378591,Sunday 31 March 2024, ,"    
Boeing 727-2Q9 (F)",B722,Safe Air Company - SAC,5Y-IRE,21931/1531,1979, , , ,Fatalities: 0 / Occupants: 7,0,Destroyed,Accident,Malakal Airport (MAK/HJMK) -   South Sudan,Landing,Cargo,Juba Airport (JUB/HJJJ),Malakal Airport (MAK/HJMK), ,"Information is only available from news, social media or unofficial sources"
381896,Monday 1 April 2024,c. 15:30 LT,"    
Boeing 787-8 Dreamliner",B788,Japan Airlines,JA843J,34859/385,2015, , , ,Fatalities: 0 / Occupants: 157,0,None,Accident,150 km SE of Tokyo/Narita International Airport (NRT/RJAA) -   Japan,En route,Passenger - Scheduled,"Melbourne Airport/Tullamarine (MEL/YMML), Australia","Tokyo/Narita International Airport (NRT/RJAA), Japan",JTSB,Information verified through data from accident investigation authorities
387101,Sunday 7 April 2024,10:00 UTC,"    
Boeing 737 MAX 8",B38M,Air Canada,C-FSDQ,61209/6776,2018, , , ,Fatalities: 0 / Occupants:,0,Unknown,Accident,"Toronto-Pearson International Airport, ON (YYZ/CYYZ) -   Canada",Standing,Passenger - Scheduled,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)","Halifax-Stanfield International Airport, NS (YHZ/CYHZ)",TSB,Information verified through data from accident investigation authorities
389032,Saturday 13 April 2024,20:52 UTC,"    
Bombardier DHC-8-402Q Dash 8",DH8D,WestJet Encore,C-GJWE,4460,2013, , , ,Fatalities: 0 / Occupants: 76,0,Substantial,Accident,"Calgary International Airport, AB (YYC/CYYC) -   Canada",Landing,Passenger - Scheduled,"Fort McMurray Airport, AB (YMM/CYMM)","Calgary International Airport, AB (YYC/CYYC)",TSB,Information verified through data from accident investigation authorities
386881,Tuesday 23 April 2024,c. 13:45,"    
Learjet 75",LJ75,Cimed & Co SA,PP-DYB,45-565, , , , ,Fatalities: 0 / Occupants: 5,0,Substantial,Accident,"Erechim Airport (ERM), RS -   Brazil",Landing,Private,"Chapecó Airport, SC (XAP/SBCH)","Erechim-Comandante Kraemer Airport, RS (ERM/SSER)",CENIPA,"Information is only available from news, social media or unofficial sources"
386947,Thursday 25 April 2024,15:30,"    
Cessna 208 Caravan I",C208,C2C Aviation,F-GUTS,20800225,1993, , , ,Fatalities: 0 / Occupants: 1,0,Substantial,Accident,near Gap-Tallard Airfield (GAT) -   France,Approach,Ferry/positioning,Verona/Boscomantico (LIPN),Gap-Tallard Airfield (GAT/LFNA),BEA,Information verified through data from accident investigation authorities
387613,Friday 3 May 2024,16:10,"    
Antonov An-2R",AN2,Navigator,UP-A0124,1G136-01, , , , ,Fatalities: 0 / Occupants: 5,0,Substantial,Accident,near Arkalyk Airport (AYK/UAUR) -   Kazakhstan,Take off,Ambulance,Arkalyk Airport (AYK/UAUR),Aksunkar (Kostanay), ,"Information is only available from news, social media or unofficial sources"
387649,Sunday 5 May 2024, ,"    
Fokker 50",F50,R'Komor,D6-AIB,20335, , , , ,Fatalities: 0 / Occupants: 52,0,Substantial,Accident,Mohéli Bandar Es Salam Airport (NWA) -   Comoros,Take off,Passenger,Mohéli-Bandar es Eslam Airport (NWA/FMCI),Anjouan-Ouani Airport (AJN/FMCV), ,"Information is only available from news, social media or unofficial sources"
387677,Sunday 5 May 2024, ,"    
Boeing 737-3Y0 (BDSF)",B733,Serve Air Cargo,9S-AKK,24916/2066,1991, , , ,Fatalities: 0 / Occupants: 2,0,Substantial,Accident,Kinshasa-N'Djili Airport (FIH) -   Congo (Democratic Republic),Landing,Cargo,Mbandaka Airport (MDK/FZEA),Kinshasa-N'Djili Airport (FIH/FZAA), ,"Information is only available from news, social media or unofficial sources"
387749,Thursday 9 May 2024,01:14,"    
Boeing 737-38J",B733,"Transair, opf Air Senegal",6V-AJE,27182/2663,1994, , , ,Fatalities: 0 / Occupants: 85,0,Substantial,Accident,Dakar-Blaise Diagne International Airport (DSS) -   Senegal,Take off,Passenger - Scheduled,Dakar-Blaise Diagne International Airport (DSS/GOBD),Bamako Airport (BKO/GABS), ,"Information is only available from news, social media or unofficial sources"
388184,Sunday 19 May 2024, ,"    
Airbus A320-214",A320,Ural Airlines,RA-73832,3099,2007,CFMI CFM56-5B4/P, , ,Fatalities: 0 / Occupants:,0,None,Accident,Ekaterinburg-Koltsovo Airport (SVX/USSS) -   Russia,Taxi,Passenger - Scheduled,Ekaterinburg-Koltsovo Airport (SVX/USSS),Bishkek-Manas International Airport (FRU/UCFM), ,"Information is only available from news, social media or unofficial sources"
388147,Tuesday 21 May 2024,07:49,"    
Boeing 777-312ER",B77W,Singapore Airlines,9V-SWM,34578/701,2008, , , ,Fatalities: 1 / Occupants: 229,0,Minor,Accident,over Irrawady Basin -   Myanmar,En route,Passenger - Scheduled,London-Heathrow Airport (LHR/EGLL),Singapore-Changi International Airport (SIN/WSSS),TSIB Singapore,Information verified through data from accident investigation authorities
388506,Thursday 23 May 2024, ,"    
Airbus A320-232",A320,THY Turkish Airlines,TC-JPH,3185,2007,IAE V2527-A5, , ,Fatalities: 0 / Occupants:,0,None,Accident,en route Istanbul-Izmir -   Turkey,En route,Passenger - Scheduled,Istanbul Airport (IST/LTFM),Izmir-Adnan Menderes Airport (ADB/LTBJ), ,"Information is only available from news, social media or unofficial sources"
388520,Wednesday 29 May 2024,14:58,"    
Embraer ERJ-190STD",E190,KLM Cityhopper,PH-EZL,19000334,2010, , , ,Fatalities: 0 / Occupants:,1,Minor,Accident,Amsterdam-Schiphol International Airport (AMS/EHAM) -   Netherlands,Pushback / towing,Passenger - Scheduled,Amsterdam-Schiphol International Airport (AMS/EHAM),Billund Airport (BLL/EKBI), ,"Information is only available from news, social media or unofficial sources"
389190,Friday 31 May 2024, ,"    
Airbus A330-203",A332,Air France,F-GZCL,519,2003,GE CF6-80E1A3, , ,Fatalities: 0 / Occupants:,0,Substantial,Accident,N'Djamena Airport (NDJ/FTTJ) -   Chad,Standing,Passenger - Scheduled,N'Djamena Airport (NDJ/FTTJ),Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA), ,Information verified through data from accident investigation authorities
389202,Friday 7 June 2024,21:55 UTC,"    
Fairchild SA227-AC Metro III",SW4,Dos Mil Aerosistema,LV-VDJ,AC-729,1989, , , ,Fatalities: 0 / Occupants: 3,0,Substantial,Accident,"Río Gallegos International Airport, SC (RGL/SAWG) -   Argentina",Landing,Cargo,"Río Gallegos Internacional Airport, SC (RGL/SAWG)","Río Grande-Gobernador Ramón Trejo Noel International Airport, TF (RGA/SAWE)",JST,Information verified through data from accident investigation authorities
389678,Friday 14 June 2024,13:40,"    
Antonov An-26-100",AN26,UTair Airlines,RA-26662,8101,1979, , , ,Fatalities: 0 / Occupants: 41,0,"Substantial, written off",Accident,1 km from Utrenny Airport (USDM) -   Russia,Approach,Passenger - Non-Scheduled/charter/Air Taxi,Sabetta Airport (USDA),Utrenny Airport (USDM), ,"Information is only available from news, social media or unofficial sources"
389861,Thursday 20 June 2024, ,"    
Cessna 208B Supervan 900",C208,SkyDive Spa,OO-SEX,208B0773,1999,Honeywell TPE331-12JR, , ,Fatalities: 0 / Occupants: 1,0,Substantial,Accident,Spa-La Sauvenière Airfield (EBSP) -   Belgium,Approach,Parachuting,Spa-La Sauvenière Airfield (EBSP),Spa-La Sauvenière Airfield (EBSP), ,"Information is only available from news, social media or unofficial sources"
